,Table Name,State Code,District Code,Area Name,Age Group,Total Persons,Total Males,Total Females,Rural Persons,Rural Males,Rural Females,Urban Persons,Urban Males,Urban Females
3215,C4114,25,495,District - Daman (02),15-19,20847,15518,5329,3430,2146,1284,17417,13372,4045
3216,C4114,25,495,District - Daman (02),20-24,33692,25405,8287,4240,2626,1614,29452,22779,6673
3217,C4114,25,495,District - Daman (02),25-29,28606,19779,8827,3648,2175,1473,24958,17604,7354
3218,C4114,25,495,District - Daman (02),30-34,19864,13241,6623,2970,1755,1215,16894,11486,5408
3219,C4114,25,495,District - Daman (02),35-39,15675,10279,5396,2795,1639,1156,12880,8640,4240
3220,C4114,25,495,District - Daman (02),40-44,10340,6730,3610,1975,1145,830,8365,5585,2780
3221,C4114,25,495,District - Daman (02),45-49,6989,4391,2598,1557,897,660,5432,3494,1938
3222,C4114,25,495,District - Daman (02),50-54,4604,2710,1894,1197,629,568,3407,2081,1326
3223,C4114,25,495,District - Daman (02),55-59,3343,1817,1526,868,442,426,2475,1375,1100
3224,C4114,25,495,District - Daman (02),60-64,2896,1409,1487,792,369,423,2104,1040,1064
3225,C4114,25,495,District - Daman (02),65-69,1840,832,1008,494,217,277,1346,615,731
3226,C4114,25,495,District - Daman (02),70-74,1328,570,758,345,155,190,983,415,568
3227,C4114,25,495,District - Daman (02),75-79,639,289,350,159,61,98,480,228,252
3228,C4114,25,495,District - Daman (02),80+,778,343,435,187,78,109,591,265,326
3229,C4114,25,495,District - Daman (02),Age not stated,288,220,68,46,27,19,242,193,49
3230,C4114,26,0,State - DADRA & NAGAR HAVELI (26),All ages,343709,193760,149949,183114,98305,84809,160595,95455,65140
3231,C4114,26,0,State - DADRA & NAGAR HAVELI (26),0-4,36561,18902,17659,20601,10410,10191,15960,8492,7468
3232,C4114,26,0,State - DADRA & NAGAR HAVELI (26),5-9,36249,19059,17190,21040,10794,10246,15209,8265,6944
3233,C4114,26,0,State - DADRA & NAGAR HAVELI (26),10-14,35003,18385,16618,22352,11564,10788,12651,6821,5830
3234,C4114,26,0,State - DADRA & NAGAR HAVELI (26),15-19,33104,19979,13125,19013,10775,8238,14091,9204,4887
3235,C4114,26,0,State - DADRA & NAGAR HAVELI (26),20-24,44301,27595,16706,21932,13066,8866,22369,14529,7840
3236,C4114,26,0,State - DADRA & NAGAR HAVELI (26),25-29,39885,23496,16389,17657,10255,7402,22228,13241,8987
3237,C4114,26,0,State - DADRA & NAGAR HAVELI (26),30-34,30641,17957,12684,13100,7322,5778,17541,10635,6906
3238,C4114,26,0,State - DADRA & NAGAR HAVELI (26),35-39,25277,14862,10415,11438,6209,5229,13839,8653,5186
3239,C4114,26,0,State - DADRA & NAGAR HAVELI (26),40-44,18181,10554,7627,9353,4938,4415,8828,5616,3212
3240,C4114,26,0,State - DADRA & NAGAR HAVELI (26),45-49,13789,7671,6118,7831,4059,3772,5958,3612,2346
3241,C4114,26,0,State - DADRA & NAGAR HAVELI (26),50-54,9503,5215,4288,5728,3014,2714,3775,2201,1574
3242,C4114,26,0,State - DADRA & NAGAR HAVELI (26),55-59,6951,3526,3425,4211,2036,2175,2740,1490,1250
3243,C4114,26,0,State - DADRA & NAGAR HAVELI (26),60-64,5831,2794,3037,3716,1690,2026,2115,1104,1011
3244,C4114,26,0,State - DADRA & NAGAR HAVELI (26),65-69,3716,1755,1961,2361,1067,1294,1355,688,667
3245,C4114,26,0,State - DADRA & NAGAR HAVELI (26),70-74,2309,973,1336,1485,587,898,824,386,438
3246,C4114,26,0,State - DADRA & NAGAR HAVELI (26),75-79,958,394,564,559,208,351,399,186,213
3247,C4114,26,0,State - DADRA & NAGAR HAVELI (26),80+,1078,443,635,517,198,319,561,245,316
3248,C4114,26,0,State - DADRA & NAGAR HAVELI (26),Age not stated,372,200,172,220,113,107,152,87,65
3249,C4114,26,496,District - Dadra & Nagar Haveli (01),All ages,343709,193760,149949,183114,98305,84809,160595,95455,65140
3250,C4114,26,496,District - Dadra & Nagar Haveli (01),0-4,36561,18902,17659,20601,10410,10191,15960,8492,7468
3251,C4114,26,496,District - Dadra & Nagar Haveli (01),5-9,36249,19059,17190,21040,10794,10246,15209,8265,6944
3252,C4114,26,496,District - Dadra & Nagar Haveli (01),10-14,35003,18385,16618,22352,11564,10788,12651,6821,5830
3253,C4114,26,496,District - Dadra & Nagar Haveli (01),15-19,33104,19979,13125,19013,10775,8238,14091,9204,4887
3254,C4114,26,496,District - Dadra & Nagar Haveli (01),20-24,44301,27595,16706,21932,13066,8866,22369,14529,7840
3255,C4114,26,496,District - Dadra & Nagar Haveli (01),25-29,39885,23496,16389,17657,10255,7402,22228,13241,8987
3256,C4114,26,496,District - Dadra & Nagar Haveli (01),30-34,30641,17957,12684,13100,7322,5778,17541,10635,6906
3257,C4114,26,496,District - Dadra & Nagar Haveli (01),35-39,25277,14862,10415,11438,6209,5229,13839,8653,5186
3258,C4114,26,496,District - Dadra & Nagar Haveli (01),40-44,18181,10554,7627,9353,4938,4415,8828,5616,3212
3259,C4114,26,496,District - Dadra & Nagar Haveli (01),45-49,13789,7671,6118,7831,4059,3772,5958,3612,2346
3260,C4114,26,496,District - Dadra & Nagar Haveli (01),50-54,9503,5215,4288,5728,3014,2714,3775,2201,1574
3261,C4114,26,496,District - Dadra & Nagar Haveli (01),55-59,6951,3526,3425,4211,2036,2175,2740,1490,1250
3262,C4114,26,496,District - Dadra & Nagar Haveli (01),60-64,5831,2794,3037,3716,1690,2026,2115,1104,1011
3263,C4114,26,496,District - Dadra & Nagar Haveli (01),65-69,3716,1755,1961,2361,1067,1294,1355,688,667
3264,C4114,26,496,District - Dadra & Nagar Haveli (01),70-74,2309,973,1336,1485,587,898,824,386,438
3265,C4114,26,496,District - Dadra & Nagar Haveli (01),75-79,958,394,564,559,208,351,399,186,213
3266,C4114,26,496,District - Dadra & Nagar Haveli (01),80+,1078,443,635,517,198,319,561,245,316
3267,C4114,26,496,District - Dadra & Nagar Haveli (01),Age not stated,372,200,172,220,113,107,152,87,65
3268,C4114,30,0,State - GOA (30),All ages,1458545,739140,719405,551731,275436,276295,906814,463704,443110
3269,C4114,30,0,State - GOA (30),0-4,101203,52017,49186,37839,19432,18407,63364,32585,30779
3270,C4114,30,0,State - GOA (30),5-9,105968,54672,51296,39364,20165,19199,66604,34507,32097
3271,C4114,30,0,State - GOA (30),10-14,110989,57417,53572,41666,21304,20362,69323,36113,33210
3272,C4114,30,0,State - GOA (30),15-19,113875,60075,53800,42371,22000,20371,71504,38075,33429
3273,C4114,30,0,State - GOA (30),20-24,130745,70616,60129,47290,24590,22700,83455,46026,37429
3274,C4114,30,0,State - GOA (30),25-29,132626,67744,64882,49917,25250,24667,82709,42494,40215
3275,C4114,30,0,State - GOA (30),30-34,125859,63471,62388,48264,24210,24054,77595,39261,38334
3276,C4114,30,0,State - GOA (30),35-39,126298,63541,62757,48386,24268,24118,77912,39273,38639
3277,C4114,30,0,State - GOA (30),40-44,108512,55504,53008,40382,20562,19820,68130,34942,33188
3278,C4114,30,0,State - GOA (30),45-49,94736,47867,46869,35607,17794,17813,59129,30073,29056
3279,C4114,30,0,State - GOA (30),50-54,76592,38782,37810,28856,14247,14609,47736,24535,23201
3280,C4114,30,0,State - GOA (30),55-59,65553,32021,33532,25084,12044,13040,40469,19977,20492
3281,C4114,30,0,State - GOA (30),60-64,61104,29100,32004,24296,11280,13016,36808,17820,18988
3282,C4114,30,0,State - GOA (30),65-69,41019,19005,22014,16890,7627,9263,24129,11378,12751
3283,C4114,30,0,State - GOA (30),70-74,29055,12890,16165,11833,5024,6809,17222,7866,9356
3284,C4114,30,0,State - GOA (30),75-79,16536,7228,9308,6436,2742,3694,10100,4486,5614
3285,C4114,30,0,State - GOA (30),80+,15781,6092,9689,6332,2413,3919,9449,3679,5770
3286,C4114,30,0,State - GOA (30),Age not stated,2094,1098,996,918,484,434,1176,614,562
3287,C4114,30,585,District - North Goa (01),All ages,818008,416677,401331,324927,163908,161019,493081,252769,240312
3288,C4114,30,585,District - North Goa (01),0-4,54541,28070,26471,21543,11152,10391,32998,16918,16080
3289,C4114,30,585,District - North Goa (01),5-9,56807,29365,27442,22421,11500,10921,34386,17865,16521
3290,C4114,30,585,District - North Goa (01),10-14,60662,31413,29249,24125,12513,11612,36537,18900,17637
3291,C4114,30,585,District - North Goa (01),15-19,62122,32901,29221,24435,12738,11697,37687,20163,17524
3292,C4114,30,585,District - North Goa (01),20-24,72667,39675,32992,27678,14470,13208,44989,25205,19784
3293,C4114,30,585,District - North Goa (01),25-29,74127,38299,35828,29719,15295,14424,44408,23004,21404
3294,C4114,30,585,District - North Goa (01),30-34,71992,36543,35449,29351,14922,14429,42641,21621,21020
3295,C4114,30,585,District - North Goa (01),35-39,72517,36705,35812,29341,14783,14558,43176,21922,21254
3296,C4114,30,585,District - North Goa (01),40-44,61970,31786,30184,24452,12628,11824,37518,19158,18360
3297,C4114,30,585,District - North Goa (01),45-49,54054,27461,26593,21233,10753,10480,32821,16708,16113
3298,C4114,30,585,District - North Goa (01),50-54,43781,22457,21324,17081,8614,8467,26700,13843,12857
3299,C4114,30,585,District - North Goa (01),55-59,37319,18264,19055,14539,7044,7495,22780,11220,11560
3300,C4114,30,585,District - North Goa (01),60-64,34703,16579,18124,14170,6582,7588,20533,9997,10536
3301,C4114,30,585,District - North Goa (01),65-69,23821,11074,12747,9981,4503,5478,13840,6571,7269
3302,C4114,30,585,District - North Goa (01),70-74,16837,7503,9334,7010,3024,3986,9827,4479,5348
3303,C4114,30,585,District - North Goa (01),75-79,9393,4188,5205,3610,1610,2000,5783,2578,3205
3304,C4114,30,585,District - North Goa (01),80+,9181,3607,5574,3521,1398,2123,5660,2209,3451
3305,C4114,30,585,District - North Goa (01),Age not stated,1514,787,727,717,379,338,797,408,389
3306,C4114,30,586,District - South Goa (02),All ages,640537,322463,318074,226804,111528,115276,413733,210935,202798
3307,C4114,30,586,District - South Goa (02),0-4,46662,23947,22715,16296,8280,8016,30366,15667,14699
3308,C4114,30,586,District - South Goa (02),5-9,49161,25307,23854,16943,8665,8278,32218,16642,15576
3309,C4114,30,586,District - South Goa (02),10-14,50327,26004,24323,17541,8791,8750,32786,17213,15573
3310,C4114,30,586,District - South Goa (02),15-19,51753,27174,24579,17936,9262,8674,33817,17912,15905
3311,C4114,30,586,District - South Goa (02),20-24,58078,30941,27137,19612,10120,9492,38466,20821,17645
3312,C4114,30,586,District - South Goa (02),25-29,58499,29445,29054,20198,9955,10243,38301,19490,18811
3313,C4114,30,586,District - South Goa (02),30-34,53867,26928,26939,18913,9288,9625,34954,17640,17314
3314,C4114,30,586,District - South Goa (02),35-39,53781,26836,26945,19045,9485,9560,34736,17351,17385
3315,C4114,30,586,District - South Goa (02),40-44,46542,23718,22824,15930,7934,7996,30612,15784,14828
3316,C4114,30,586,District - South Goa (02),45-49,40682,20406,20276,14374,7041,7333,26308,13365,12943
3317,C4114,30,586,District - South Goa (02),50-54,32811,16325,16486,11775,5633,6142,21036,10692,10344
3318,C4114,30,586,District - South Goa (02),55-59,28234,13757,14477,10545,5000,5545,17689,8757,8932
3319,C4114,30,586,District - South Goa (02),60-64,26401,12521,13880,10126,4698,5428,16275,7823,8452
3320,C4114,30,586,District - South Goa (02),65-69,17198,7931,9267,6909,3124,3785,10289,4807,5482
3321,C4114,30,586,District - South Goa (02),70-74,12218,5387,6831,4823,2000,2823,7395,3387,4008
3322,C4114,30,586,District - South Goa (02),75-79,7143,3040,4103,2826,1132,1694,4317,1908,2409
3323,C4114,30,586,District - South Goa (02),80+,6600,2485,4115,2811,1015,1796,3789,1470,2319
3324,C4114,30,586,District - South Goa (02),Age not stated,580,311,269,201,105,96,379,206,173
3325,C4114,7,0,State - NCT OF DELHI (07),All ages,16787941,8987326,7800615,419042,226321,192721,16368899,8761005,7607894
3326,C4114,7,0,State - NCT OF DELHI (07),0-4,1381200,734336,646864,39125,21481,17644,1342075,712855,629220
3327,C4114,7,0,State - NCT OF DELHI (07),5-9,1535972,829487,706485,42594,23698,18896,1493378,805789,687589
3328,C4114,7,0,State - NCT OF DELHI (07),10-14,1648147,895446,752701,45883,25479,20404,1602264,869967,732297
3329,C4114,7,0,State - NCT OF DELHI (07),15-19,1667375,925118,742257,44367,24916,19451,1623008,900202,722806
3330,C4114,7,0,State - NCT OF DELHI (07),20-24,1764060,951411,812649,44407,23805,20602,1719653,927606,792047
3331,C4114,7,0,State - NCT OF DELHI (07),25-29,1668326,878196,790130,39250,20584,18666,1629076,857612,771464
3332,C4114,7,0,State - NCT OF DELHI (07),30-34,1434699,757455,677244,33833,17431,16402,1400866,740024,660842
3333,C4114,7,0,State - NCT OF DELHI (07),35-39,1319244,698455,620789,31648,16738,14910,1287596,681717,605879
3334,C4114,7,0,State - NCT OF DELHI (07),40-44,1097197,590858,506339,25962,14180,11782,1071235,576678,494557
3335,C4114,7,0,State - NCT OF DELHI (07),45-49,911213,495227,415986,19676,10981,8695,891537,484246,407291
3336,C4114,7,0,State - NCT OF DELHI (07),50-54,687469,376222,311247,14347,7917,6430,673122,368305,304817
3337,C4114,7,0,State - NCT OF DELHI (07),55-59,508892,269185,239707,10299,5372,4927,498593,263813,234780
3338,C4114,7,0,State - NCT OF DELHI (07),60-64,472019,238103,233916,11624,5700,5924,460395,232403,227992
3339,C4114,7,0,State - NCT OF DELHI (07),65-69,272452,139398,133054,6123,3125,2998,266329,136273,130056
3340,C4114,7,0,State - NCT OF DELHI (07),70-74,189250,94947,94303,4318,2171,2147,184932,92776,92156
3341,C4114,7,0,State - NCT OF DELHI (07),75-79,100693,50446,50247,2047,980,1067,98646,49466,49180
3342,C4114,7,0,State - NCT OF DELHI (07),80+,113031,53861,59170,3022,1482,1540,110009,52379,57630
3343,C4114,7,0,State - NCT OF DELHI (07),Age not stated,16702,9175,7527,517,281,236,16185,8894,7291
3344,C4114,7,90,District - North West (01),All ages,3656539,1960922,1695617,213950,115680,98270,3442589,1845242,1597347
3345,C4114,7,90,District - North West (01),0-4,307414,164111,143303,19871,10882,8989,287543,153229,134314
3346,C4114,7,90,District - North West (01),5-9,347124,187943,159181,22216,12322,9894,324908,175621,149287
3347,C4114,7,90,District - North West (01),10-14,375025,204688,170337,24398,13363,11035,350627,191325,159302
3348,C4114,7,90,District - North West (01),15-19,374987,210646,164341,23613,13286,10327,351374,197360,154014
3349,C4114,7,90,District - North West (01),20-24,382984,206924,176060,22889,12488,10401,360095,194436,165659
3350,C4114,7,90,District - North West (01),25-29,351057,185056,166001,19485,10334,9151,331572,174722,156850
3351,C4114,7,90,District - North West (01),30-34,299952,156903,143049,16377,8391,7986,283575,148512,135063
3352,C4114,7,90,District - North West (01),35-39,280538,147110,133428,15663,8251,7412,264875,138859,126016
3353,C4114,7,90,District - North West (01),40-44,236781,126613,110168,13210,7160,6050,223571,119453,104118
3354,C4114,7,90,District - North West (01),45-49,196153,106866,89287,10077,5589,4488,186076,101277,84799
3355,C4114,7,90,District - North West (01),50-54,147333,80981,66352,7435,4161,3274,139898,76820,63078
3356,C4114,7,90,District - North West (01),55-59,108294,56878,51416,5153,2680,2473,103141,54198,48943
3357,C4114,7,90,District - North West (01),60-64,105858,53576,52282,5965,2929,3036,99893,50647,49246
3358,C4114,7,90,District - North West (01),65-69,58706,30327,28379,3029,1562,1467,55677,28765,26912
3359,C4114,7,90,District - North West (01),70-74,39977,20511,19466,2096,1084,1012,37881,19427,18454
3360,C4114,7,90,District - North West (01),75-79,20534,10333,10201,953,450,503,19581,9883,9698
3361,C4114,7,90,District - North West (01),80+,22353,10653,11700,1376,669,707,20977,9984,10993
3362,C4114,7,90,District - North West (01),Age not stated,1469,803,666,144,79,65,1325,724,601
3363,C4114,7,91,District - North (02),All ages,887978,475002,412976,17746,9546,8200,870232,465456,404776
3364,C4114,7,91,District - North (02),0-4,70645,37522,33123,1587,833,754,69058,36689,32369
3365,C4114,7,91,District - North (02),5-9,79761,42918,36843,1989,1091,898,77772,41827,35945
3366,C4114,7,91,District - North (02),10-14,86043,46487,39556,2069,1207,862,83974,45280,38694
3367,C4114,7,91,District - North (02),15-19,88499,48534,39965,1905,1029,876,86594,47505,39089
3368,C4114,7,91,District - North (02),20-24,92874,49720,43154,1800,942,858,91074,48778,42296
3369,C4114,7,91,District - North (02),25-29,88779,46575,42204,1734,897,837,87045,45678,41367
3370,C4114,7,91,District - North (02),30-34,76867,40820,36047,1570,784,786,75297,40036,35261
3371,C4114,7,91,District - North (02),35-39,70718,37918,32800,1431,772,659,69287,37146,32141
3372,C4114,7,91,District - North (02),40-44,59201,32179,27022,1097,608,489,58104,31571,26533
3373,C4114,7,91,District - North (02),45-49,49715,26860,22855,827,476,351,48888,26384,22504
3374,C4114,7,91,District - North (02),50-54,37796,20915,16881,494,279,215,37302,20636,16666
3375,C4114,7,91,District - North (02),55-59,27369,14718,12651,362,174,188,27007,14544,12463
3376,C4114,7,91,District - North (02),60-64,24808,12650,12158,404,213,191,24404,12437,11967
3377,C4114,7,91,District - North (02),65-69,13979,7105,6874,176,95,81,13803,7010,6793
3378,C4114,7,91,District - North (02),70-74,9686,4834,4852,143,73,70,9543,4761,4782
3379,C4114,7,91,District - North (02),75-79,4917,2372,2545,64,31,33,4853,2341,2512
3380,C4114,7,91,District - North (02),80+,5958,2668,3290,92,40,52,5866,2628,3238
3381,C4114,7,91,District - North (02),Age not stated,363,207,156,2,2,0,361,205,156
3382,C4114,7,92,District - North East (03),All ages,2241624,1188425,1053199,21527,11718,9809,2220097,1176707,1043390
3383,C4114,7,92,District - North East (03),0-4,207063,109685,97378,2270,1241,1029,204793,108444,96349
3384,C4114,7,92,District - North East (03),5-9,230411,123561,106850,2629,1438,1191,227782,122123,105659
3385,C4114,7,92,District - North East (03),10-14,246457,132164,114293,2532,1394,1138,243925,130770,113155
3386,C4114,7,92,District - North East (03),15-19,250203,135292,114911,2393,1348,1045,247810,133944,113866
3387,C4114,7,92,District - North East (03),20-24,245508,129036,116472,2286,1248,1038,243222,127788,115434
3388,C4114,7,92,District - North East (03),25-29,213436,111102,102334,1920,1008,912,211516,110094,101422
3389,C4114,7,92,District - North East (03),30-34,176832,92506,84326,1764,922,842,175068,91584,83484
3390,C4114,7,92,District - North East (03),35-39,162115,84715,77400,1590,861,729,160525,83854,76671
3391,C4114,7,92,District - North East (03),40-44,134003,72073,61930,1184,664,520,132819,71409,61410
3392,C4114,7,92,District - North East (03),45-49,108066,58651,49415,885,496,389,107181,58155,49026
3393,C4114,7,92,District - North East (03),50-54,77352,42688,34664,558,322,236,76794,42366,34428
3394,C4114,7,92,District - North East (03),55-59,56449,29407,27042,449,226,223,56000,29181,26819
3395,C4114,7,92,District - North East (03),60-64,59095,29447,29648,456,233,223,58639,29214,29425
3396,C4114,7,92,District - North East (03),65-69,31386,16218,15168,258,132,126,31128,16086,15042
3397,C4114,7,92,District - North East (03),70-74,20527,10616,9911,158,83,75,20369,10533,9836
3398,C4114,7,92,District - North East (03),75-79,8973,4574,4399,66,31,35,8907,4543,4364
3399,C4114,7,92,District - North East (03),80+,10881,5151,5730,93,49,44,10788,5102,5686
3400,C4114,7,92,District - North East (03),Age not stated,2867,1539,1328,36,22,14,2831,1517,1314
3401,C4114,7,93,District - East (04),All ages,1709346,907500,801846,3530,1861,1669,1705816,905639,800177
3402,C4114,7,93,District - East (04),0-4,134195,71229,62966,283,169,114,133912,71060,62852
3403,C4114,7,93,District - East (04),5-9,147571,80077,67494,242,133,109,147329,79944,67385
3404,C4114,7,93,District - East (04),10-14,156648,85026,71622,232,121,111,156416,84905,71511
3405,C4114,7,93,District - East (04),15-19,160541,88681,71860,234,135,99,160307,88546,71761
3406,C4114,7,93,District - East (04),20-24,175202,93387,81815,343,166,177,174859,93221,81638
3407,C4114,7,93,District - East (04),25-29,174806,90961,83845,396,196,200,174410,90765,83645
3408,C4114,7,93,District - East (04),30-34,151437,79744,71693,407,224,183,151030,79520,71510
3409,C4114,7,93,District - East (04),35-39,136723,71704,65019,321,166,155,136402,71538,64864
3410,C4114,7,93,District - East (04),40-44,113369,60415,52954,250,143,107,113119,60272,52847
3411,C4114,7,93,District - East (04),45-49,95628,50706,44922,178,101,77,95450,50605,44845
3412,C4114,7,93,District - East (04),50-54,75247,40420,34827,181,79,102,75066,40341,34725
3413,C4114,7,93,District - East (04),55-59,56384,29346,27038,115,67,48,56269,29279,26990
3414,C4114,7,93,District - East (04),60-64,51038,25347,25691,112,53,59,50926,25294,25632
3415,C4114,7,93,District - East (04),65-69,31613,15858,15755,88,35,53,31525,15823,15702
3416,C4114,7,93,District - East (04),70-74,22906,11397,11509,63,29,34,22843,11368,11475
3417,C4114,7,93,District - East (04),75-79,12574,6471,6103,46,22,24,12528,6449,6079
3418,C4114,7,93,District - East (04),80+,12362,6089,6273,34,19,15,12328,6070,6258
3419,C4114,7,93,District - East (04),Age not stated,1102,642,460,5,3,2,1097,639,458
3420,C4114,7,94,District - New Delhi (05),All ages,142004,77942,64062,0,0,0,142004,77942,64062
3421,C4114,7,94,District - New Delhi (05),0-4,8605,4542,4063,0,0,0,8605,4542,4063
3422,C4114,7,94,District - New Delhi (05),5-9,10330,5469,4861,0,0,0,10330,5469,4861
3423,C4114,7,94,District - New Delhi (05),10-14,12312,6565,5747,0,0,0,12312,6565,5747
3424,C4114,7,94,District - New Delhi (05),15-19,14164,7914,6250,0,0,0,14164,7914,6250
3425,C4114,7,94,District - New Delhi (05),20-24,16611,9528,7083,0,0,0,16611,9528,7083
3426,C4114,7,94,District - New Delhi (05),25-29,14054,7791,6263,0,0,0,14054,7791,6263
3427,C4114,7,94,District - New Delhi (05),30-34,11123,6097,5026,0,0,0,11123,6097,5026
3428,C4114,7,94,District - New Delhi (05),35-39,11012,5780,5232,0,0,0,11012,5780,5232
3429,C4114,7,94,District - New Delhi (05),40-44,11160,5812,5348,0,0,0,11160,5812,5348
3430,C4114,7,94,District - New Delhi (05),45-49,10618,5923,4695,0,0,0,10618,5923,4695
3431,C4114,7,94,District - New Delhi (05),50-54,8628,4978,3650,0,0,0,8628,4978,3650
3432,C4114,7,94,District - New Delhi (05),55-59,6009,3876,2133,0,0,0,6009,3876,2133
3433,C4114,7,94,District - New Delhi (05),60-64,2750,1594,1156,0,0,0,2750,1594,1156
3434,C4114,7,94,District - New Delhi (05),65-69,1414,679,735,0,0,0,1414,679,735
3435,C4114,7,94,District - New Delhi (05),70-74,1146,492,654,0,0,0,1146,492,654
3436,C4114,7,94,District - New Delhi (05),75-79,764,311,453,0,0,0,764,311,453
3437,C4114,7,94,District - New Delhi (05),80+,1062,461,601,0,0,0,1062,461,601
3438,C4114,7,94,District - New Delhi (05),Age not stated,242,130,112,0,0,0,242,130,112
3439,C4114,7,95,District - Central (06),All ages,582320,307821,274499,0,0,0,582320,307821,274499
3440,C4114,7,95,District - Central (06),0-4,43670,22791,20879,0,0,0,43670,22791,20879
3441,C4114,7,95,District - Central (06),5-9,46667,24496,22171,0,0,0,46667,24496,22171
3442,C4114,7,95,District - Central (06),10-14,50735,26999,23736,0,0,0,50735,26999,23736
3443,C4114,7,95,District - Central (06),15-19,55244,30148,25096,0,0,0,55244,30148,25096
3444,C4114,7,95,District - Central (06),20-24,62330,33308,29022,0,0,0,62330,33308,29022
3445,C4114,7,95,District - Central (06),25-29,59004,31008,27996,0,0,0,59004,31008,27996
3446,C4114,7,95,District - Central (06),30-34,50745,27061,23684,0,0,0,50745,27061,23684
3447,C4114,7,95,District - Central (06),35-39,45599,24157,21442,0,0,0,45599,24157,21442
3448,C4114,7,95,District - Central (06),40-44,39067,20886,18181,0,0,0,39067,20886,18181
3449,C4114,7,95,District - Central (06),45-49,34122,18170,15952,0,0,0,34122,18170,15952
3450,C4114,7,95,District - Central (06),50-54,27735,14945,12790,0,0,0,27735,14945,12790
3451,C4114,7,95,District - Central (06),55-59,20849,11141,9708,0,0,0,20849,11141,9708
3452,C4114,7,95,District - Central (06),60-64,18411,9371,9040,0,0,0,18411,9371,9040
3453,C4114,7,95,District - Central (06),65-69,10473,5173,5300,0,0,0,10473,5173,5300
3454,C4114,7,95,District - Central (06),70-74,7629,3550,4079,0,0,0,7629,3550,4079
3455,C4114,7,95,District - Central (06),75-79,4319,2034,2285,0,0,0,4319,2034,2285
3456,C4114,7,95,District - Central (06),80+,5032,2220,2812,0,0,0,5032,2220,2812
3457,C4114,7,95,District - Central (06),Age not stated,689,363,326,0,0,0,689,363,326
3458,C4114,7,96,District - West (07),All ages,2543243,1356240,1187003,6420,3355,3065,2536823,1352885,1183938
3459,C4114,7,96,District - West (07),0-4,197959,105040,92919,634,343,291,197325,104697,92628
3460,C4114,7,96,District - West (07),5-9,219677,118964,100713,664,375,289,219013,118589,100424
3461,C4114,7,96,District - West (07),10-14,235420,128650,106770,631,356,275,234789,128294,106495
3462,C4114,7,96,District - West (07),15-19,238589,133446,105143,621,342,279,237968,133104,104864
3463,C4114,7,96,District - West (07),20-24,257209,139715,117494,668,312,356,256541,139403,117138
3464,C4114,7,96,District - West (07),25-29,250311,131549,118762,639,325,314,249672,131224,118448
3465,C4114,7,96,District - West (07),30-34,218338,114672,103666,577,292,285,217761,114380,103381
3466,C4114,7,96,District - West (07),35-39,202223,106792,95431,461,245,216,201762,106547,95215
3467,C4114,7,96,District - West (07),40-44,168417,90195,78222,370,191,179,168047,90004,78043
3468,C4114,7,96,District - West (07),45-49,143537,76689,66848,274,159,115,143263,76530,66733
3469,C4114,7,96,District - West (07),50-54,112391,59900,52491,214,110,104,112177,59790,52387
3470,C4114,7,96,District - West (07),55-59,86508,44411,42097,163,83,80,86345,44328,42017
3471,C4114,7,96,District - West (07),60-64,82435,40676,41759,230,105,125,82205,40571,41634
3472,C4114,7,96,District - West (07),65-69,50769,25731,25038,126,50,76,50643,25681,24962
3473,C4114,7,96,District - West (07),70-74,35989,17992,17997,59,32,27,35930,17960,17970
3474,C4114,7,96,District - West (07),75-79,20006,10201,9805,28,8,20,19978,10193,9785
3475,C4114,7,96,District - West (07),80+,20855,10194,10661,61,27,34,20794,10167,10627
3476,C4114,7,96,District - West (07),Age not stated,2610,1423,1187,0,0,0,2610,1423,1187
3477,C4114,7,97,District - South West (08),All ages,2292958,1246046,1046912,143676,77342,66334,2149282,1168704,980578
3478,C4114,7,97,District - South West (08),0-4,185308,100046,85262,13278,7399,5879,172030,92647,79383
3479,C4114,7,97,District - South West (08),5-9,199491,109428,90063,13517,7638,5879,185974,101790,84184
3480,C4114,7,97,District - South West (08),10-14,213188,117472,95716,14672,8281,6391,198516,109191,89325
3481,C4114,7,97,District - South West (08),15-19,213416,120442,92974,14197,7917,6280,199219,112525,86694
3482,C4114,7,97,District - South West (08),20-24,243304,133568,109736,15171,7931,7240,228133,125637,102496
3483,C4114,7,97,District - South West (08),25-29,242248,129198,113050,13917,7193,6724,228331,122005,106326
3484,C4114,7,97,District - South West (08),30-34,211004,113160,97844,12129,6274,5855,198875,106886,91989
3485,C4114,7,97,District - South West (08),35-39,189213,101889,87324,11226,5903,5323,177987,95986,82001
3486,C4114,7,97,District - South West (08),40-44,155963,84826,71137,9134,4984,4150,146829,79842,66987
3487,C4114,7,97,District - South West (08),45-49,127029,70319,56710,6936,3860,3076,120093,66459,53634
3488,C4114,7,97,District - South West (08),50-54,94277,52045,42232,5073,2728,2345,89204,49317,39887
3489,C4114,7,97,District - South West (08),55-59,69127,37545,31582,3787,1985,1802,65340,35560,29780
3490,C4114,7,97,District - South West (08),60-64,59849,30625,29224,4180,2026,2154,55669,28599,27070
3491,C4114,7,97,District - South West (08),65-69,34456,17950,16506,2312,1173,1139,32144,16777,15367
3492,C4114,7,97,District - South West (08),70-74,23175,11733,11442,1694,817,877,21481,10916,10565
